Product Name,Colors,Pic Urls,Care Instructions
Slim-fit casual chinos in brushed stretch cotton,"Grey , Dark Orange , Red , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Beige , Light Beige , Beige , Khaki , Beige , Beige , Light Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_027_240?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit shorts in cotton-blend jacquard,"Dark Blue , White , Grey","https://images.hugoboss.com/is/image/boss/hbeu50425514_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Regular-fit melange trousers in virgin wool,"Dark Blue , Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50409254_480_240?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit shorts in cotton-blend stretch dobby,"Dark Blue , Blue , Blue , Light Green , Light Beige , Light Beige , White , Black","https://images.hugoboss.com/is/image/boss/hbeu50423114_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt with engineered-stripe sleeves,"Dark Blue , White","https://images.hugoboss.com/is/image/boss/hbeu50424197_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Logo-print T-shirt in single-jersey cotton,Khaki,"https://images.hugoboss.com/is/image/boss/hbeu50424999_251_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit T-shirt in eco-friendly Recot2® cotton,"Dark Blue , Light Orange , Pink","https://images.hugoboss.com/is/image/boss/hbeu50425772_405_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Extra-slim-fit trousers with silk facings,Black,"https://images.hugoboss.com/is/image/boss/hbeu50321049_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Regular-fit polo shirt in cotton-piqué,"Khaki , Black","https://images.hugoboss.com/is/image/boss/hbeu50424126_251_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-piqué polo shirt with logo undercollar,"Black , Dark Orange , Yellow , Red , Dark Red , Dark Red , Purple , Light Blue , Turquoise , Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , White , Light Grey , Light Grey , Grey , Black , Black","https://images.hugoboss.com/is/image/boss/hbeu50398302_003_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit sweatshirt with embroidered artwork and logo print,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50422687_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-piqué polo shirt with logo undercollar,"Dark Blue , Dark Orange , Yellow , Red , Dark Red , Dark Red , Purple , Light Blue , Turquoise , Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , White , Light Grey , Light Grey , Grey , Black , Black , Black","https://images.hugoboss.com/is/image/boss/hbeu50398302_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit T-shirt in stretch cotton with layered metallic logo,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50419913_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-piqué polo shirt with circular logo,"White , Dark Red , Dark Green , Black","https://images.hugoboss.com/is/image/boss/hbeu50420939_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Leather jacket with quilted panels and zipped cuffs,"Dark Brown , Black","https://images.hugoboss.com/is/image/boss/hbeu50431579_205_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Gentle chemical dry cleaning F"
Leather jacket with quilted panels and zipped cuffs,"Black , Dark Brown","https://images.hugoboss.com/is/image/boss/hbeu50431579_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Gentle chemical dry cleaning F"
Relaxed-fit jacket in cotton with rubber trimmings,"Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50412996_614_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-blend sweatshirt with curved logo embroidery,"Black , Red , Blue , Dark Blue , Dark Green , Dark Green , Light Grey , Grey","https://images.hugoboss.com/is/image/boss/hbeu50418718_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in cotton with striped collar,Black,"https://images.hugoboss.com/is/image/boss/hbeu50424189_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit trousers in two-tone stretch cotton,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50426576_414_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Relaxed-fit jersey trousers with cuffed hems,"Black , Dark Blue , Green , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50402462_001_240?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Crew-neck T-shirt in yarn-dyed single jersey,"Black , Yellow , Light Blue , Light Blue , Blue , Blue , Dark Blue , Green , Green , Light Brown , Brown , White , Grey","https://images.hugoboss.com/is/image/boss/hbeu50385281_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit water-repellent coat with stand collar,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50427242_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean , Mild professional wet clean"
Slim-fit casual chinos in brushed stretch cotton,"Dark Blue , Dark Orange , Red , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Beige , Light Beige , Beige , Khaki , Beige , Beige , Light Grey , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_404_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit trousers in virgin-wool serge,"Dark Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50318825_401_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Regular-fit melange trousers in virgin wool,"Black , Dark Blue , Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50409254_001_240?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Long-sleeved T-shirt in washed single-jersey cotton,"Black , Dark Blue , Light Green , White , Light Grey , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50393629_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit casual chinos in brushed stretch cotton,"Dark Blue , Dark Orange , Red , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Beige , Light Beige , Beige , Khaki , Beige , Beige , Light Grey , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-pack of V-neck T-shirts in stretch-cotton jersey,"White , White , Black","https://images.hugoboss.com/is/image/boss/hbeu50325417_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-blend sweatshirt with curved logo embroidery,"Dark Green , Red , Blue , Dark Blue , Dark Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418718_303_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Tapered-fit trousers in printed jersey with cropped length,"Grey , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50420530_033_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit casual chinos in brushed stretch cotton,"Beige , Dark Orange , Red , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Dark Blue , Green , Green , Dark Green , Dark Green , Brown , Beige , Light Beige , Beige , Khaki , Beige , Light Grey , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379152_239_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit casual chinos in brushed stretch cotton,"Beige , Blue , Light Blue , Light Blue , Turquoise , Dark Blue , Dark Blue , Green , Green , Light Brown , Light Beige , Light Brown , Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379154_239_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular fit piqué polo shirt with quick-dry technology,"White , Orange , Red , Blue , Blue , Dark Blue , Dark Green , Dark Green , Light Grey , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50326299_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in cotton with reflective details,"White , Pink , Dark Blue , Dark Green","https://images.hugoboss.com/is/image/boss/hbeu50435671_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Colour-block T-shirt with mesh-effect logo print,"Red , Blue , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50424997_620_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-piqué polo shirt with three-tone tape,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50423307_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit polo shirt in Pima-cotton piqué,"Light Blue , Light Orange , Orange , Yellow , Red , Red , Purple , Light Blue , Light Blue , Blue , Dark Blue , Light Green , Light Green , Green , Brown , Brown , Dark Brown , Light Grey , Silver","https://images.hugoboss.com/is/image/boss/hbeu50425985_450_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-through hoodie in cotton terry with logo pocket,"Khaki , Grey","https://images.hugoboss.com/is/image/boss/hbeu50424109_251_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular fit piqué polo shirt with quick-dry technology,"Blue , Orange , Red , Blue , Dark Blue , Dark Green , Dark Green , White , Light Grey , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50326299_429_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in cotton with stripe detail,"Black , Dark Blue , White","https://images.hugoboss.com/is/image/boss/hbeu50402970_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit T-shirt with extra-long length,White,"https://images.hugoboss.com/is/image/boss/hbeu50415748_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Shirt-style polo top in mercerised cotton,"Dark Blue , White","https://images.hugoboss.com/is/image/boss/hbeu50423901_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit trousers in a cotton blend,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50427805_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Pure-cotton T-shirt with collection-themed slogan,"White , Black","https://images.hugoboss.com/is/image/boss/hbeu50424445_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit polo shirt with placed-print artwork,Black,"https://images.hugoboss.com/is/image/boss/hbeu50420610_001_100?wid=462&qlt=80 , ","careinstructioncode.385 , 30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shorts in a cotton blend,"White , Turquoise , Dark Blue , White","https://images.hugoboss.com/is/image/boss/hbeu50440126_102_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit sweatshirt with quarter zip in cotton terry,Dark Brown,"https://images.hugoboss.com/is/image/boss/hbeu50426074_207_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit jogging trousers with curved logo,"Dark Green , Red , Blue , Dark Blue , Light Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50418726_303_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shorts in cotton-blend stretch dobby,"White , Blue , Blue , Dark Blue , Light Green , Light Beige , Light Beige , Black","https://images.hugoboss.com/is/image/boss/hbeu50423114_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-jersey T-shirt with PVC-free animal print,"Black , White , Black","https://images.hugoboss.com/is/image/boss/hbeu50427904_002_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in Pima-cotton Oxford piqué,"Light Grey , Blue , Blue , Dark Blue , White , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50399185_062_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Colour-block T-shirt with mesh-effect logo print,"Blue , Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50424997_434_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Stripe-detail polo shirt in recycled stretch fabric,Black,"https://images.hugoboss.com/is/image/boss/hbeu50423119_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Polo shirt in interlock cotton with golden accents,"Red , Black","https://images.hugoboss.com/is/image/boss/hbeu50419345_648_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Hooded jacket in French terry with algorithm print,"Blue , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50426604_615_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit sweatshirt with curved logo and adjustable hood,"Black , Red , Blue , Dark Blue , Green , Dark Green , Light Grey , Grey","https://images.hugoboss.com/is/image/boss/hbeu50421591_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Colour-block polo shirt in peached cotton jersey,"Grey , Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50418939_034_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved slim-fit polo shirt in interlock cotton,"Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50419513_653_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit shorts in moisture-wicking stretch twill,Black,"https://images.hugoboss.com/is/image/boss/hbeu50422937_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in washed cotton piqué,"Turquoise , Light Blue , Light Blue , Light Blue , Turquoise , Turquoise , Blue , Blue , Blue , Dark Blue , Light Green , Light Green , Khaki , Light Beige , Light Brown , White , Light Grey , Light Grey , Light Grey , Grey , Dark Grey , Brown , Black , Orange , Yellow , Yellow , light pink , Dark pink , Red , Red , Red , Dark Red , Light Purple , Purple , Dark Purple","https://images.hugoboss.com/is/image/boss/hbeu50378365_491_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
